,MisconceptionName,LLM_Response,MisconceptionId
113,Does not recognise difference of two squares,"Question Text: Factorise the expression: 
\[
x^2 - 9
\]

Correct Answer Text: \( (x-3)(x+3) \)

Wrong Answer Text: \( x^2 - 9 \) cannot be factorised",113
114,Does not know the meaning of the word parallel,"Question Text: Which of the following best describes two parallel lines?
Correct Answer Text: Two lines that never intersect, no matter how far they are extended.
Wrong Answer Text: Two lines that intersect at a 90-degree angle.",114
115,Believes fraction to decimal conversion is done by writing the numerator as a decimal,"Question Text: Convert the fraction \( \frac{3}{4} \) to a decimal.
Correct Answer Text: 0.75
Wrong Answer Text: 3.4",115
116,Believes an outlier is determined by the number of decimal places a number has,"Question Text: Identify the outlier in the dataset: 
2.5, 3, 3.1, 2.9, 10

Correct Answer Text: 10

Wrong Answer Text: 2.5, 3.1, 2.9 (because they have decimal places)",116
117,"Believes that in completed square form, they need to change the signs of both values to get the turning point","Question Text: What is the turning point of the quadratic equation \( y=(x+3)^{2}-4 \) ?

Correct Answer Text: \( (-3,-4) \)

Wrong Answer Text: \( (3,4) \)",117
118,"Given a line segment with a midpoint that is not the origin, assumes that the two end points will still have the same absolute value","Question Text: A line segment has a midpoint at \( (3, 4) \). If one endpoint is at \( (1, 2) \), what is the other endpoint?
Correct Answer Text: \( (5, 6) \)
Wrong Answer Text: \( (-1, -2) \)",118
119,Believes distance = speed + time,"Question Text: A car travels at a speed of 40 miles per hour for 2 hours. What is the distance traveled by the car?
Correct Answer Text: 80 miles
Wrong Answer Text: 42 miles",119
120,Does not understand equivalent fractions,"Question Text: Which of the following fractions is equal to \( \frac{2}{4} \) ?
Correct Answer Text: \( \frac{1}{2} \)
Wrong Answer Text: There is no other fraction equal to \( \frac{2}{4} \)",120
121,Believes midpoint in grouped frequency table is found by multiplying midpoint by frequency,"Question Text: A grouped frequency table shows the following data:
Height (cm) | Frequency
20-24       | 5
25-29       | 3
30-34       | 2
To find the total height of all the people in the 25-29 group, what calculation should you do?
 
Correct Answer Text: Multiply the midpoint by the frequency, so the midpoint is (25+29)/2 = 27, then multiply by the frequency, 27 x 3

Wrong Answer Text: Multiply the midpoint by itself and the frequency, so the midpoint is (25+29)/2 = 27, then multiply by itself and the frequency, 27 x 27 x 3",121
122,Thinks they can convert percentages to fractions by writing the percentage value as both the numerator and the denominator,"Question Text: Convert 25% to a fraction.
Correct Answer Text: 1/4
Wrong Answer Text: 25/25",122
123,Rounds incorrectly when the nearest 10 is a multiple of 100,"Question Text: Round 450 to the nearest 10.
Correct Answer Text: 450
Wrong Answer Text: 500",123
124,Believes perpendicular bisectors is the term used to describe two lines that are parallel,"Question Text: What is the term used to describe two lines that will never intersect, no matter how far they are extended?

Correct Answer Text: Parallel lines

Wrong Answer Text: Perpendicular bisectors",124
125,Thinks the division sign means to add,"Question Text: What is the value of \( 12 \div 4 \) ?
Correct Answer Text: \( 3 \)
Wrong Answer Text: \( 16 \)",125
126,Multiplies rather than adds when given the command word 'more',"Question Text: 
Tom has \( 15 \) pencils in his pencil case. His friend gives him \( 4 \) more groups of pencils, with each group having \( 3 \) pencils. How many pencils does Tom have now?

Correct Answer Text: 
\( 15 + (4 \times 3) = 15 + 12 = 27 \)

Wrong Answer Text: 
\( 15 \times 4 \times 3 = 180 \)",126
127,Thinks the fraction to decimal conversion button on a calculator can be used to raise to a power,"Question Text: What is the value of \( 2^{3} \) ? Which calculator operation would you use to find the answer?
Correct Answer Text: Use the \( x^{y} \) button, answer is 8
Wrong Answer Text: Use the fraction to decimal conversion button, answer is 0.67",127
128,Does not understand how to read both x and y coordinates,"Question Text: What are the coordinates of point A on the graph below?



Graph:
A (3,4)
x-axis: 0 1 2 3 4 5
y-axis: 0 1 2 3 4 5



Correct Answer Text: (3,4)
Wrong Answer Text: (4,3)",128
129,Believes they can change only one side of a ratio and it will remain equivalent,"Question Text: A recipe for making cookies calls for a ratio of \( 2:5 \) of sugar to flour. If you want to use \( 4 \) cups of sugar, how many cups of flour do you need to use to keep the same ratio, and is using \( 5 \) cups of flour with \( 4 \) cups of sugar still equivalent?
Correct Answer Text: No, using \( 5 \) cups of flour with \( 4 \) cups of sugar is not equivalent; you would need \( 10 \) cups of flour.
Wrong Answer Text: Yes, using \( 5 \) cups of flour with \( 4 \) cups of sugar is still equivalent.",129
130,"Believes that for a line written in the form ax + by = c, a is the gradient","Question Text: What is the gradient of the line \( 2x + 3y = 6 \) ?

Correct Answer Text: \( -\frac{2}{3} \)

Wrong Answer Text: 2",130
131,Does not think a number can be a factor of itself,"Question Text: What are the factors of the number 6?
Correct Answer Text: 1, 2, 3, 6
Wrong Answer Text: 1, 2, 3",131
132,Only considers the positive solution when calculating a square root,"Question Text: What is the value of \( x \) in the equation \( x^{2}=16 \)?

Correct Answer Text: \( x=4 \) or \( x=-4 \)

Wrong Answer Text: \( x=4 \)",132
133,Believes dividing by a unit fraction is equivalent to dividing by its reciprocal,"Question Text: What is \( 8 \div \frac{1}{4} \) equal to?
Correct Answer Text: \( 8 \times 4 = 32 \)
Wrong Answer Text: \( 8 \div 4 = 2 \)",133
134,Misreads scale,"Question Text: What is the temperature at the point marked X on the thermometer?

[ Diagram of a thermometer with markings for every 5 degrees, and X marked halfway between 20 and 25 ]

Correct Answer Text: 22.5 degrees
Wrong Answer Text: 25 degrees",134
135,Thinks the value of an exterior angle is 360 degrees,"Question Text: What is the sum of the exterior angles of any polygon, and what is the exterior angle of a regular hexagon?
Correct Answer Text: The sum of the exterior angles of any polygon is 360 degrees. For a regular hexagon, the exterior angle is 60 degrees.
Wrong Answer Text: The exterior angle of a regular hexagon is 360 degrees.",135
136,Does not recognise a reciprocal equation,"Question Text: Which of the following is the same as the equation \( y=\frac{1}{x} \) ?
Correct Answer Text: \( xy=1 \)
Wrong Answer Text: \( x+y=1 \)",136
137,Does not know the meaning of the word identity ,"Question Text: What is the term for an equation that is true for all values of the variable, such as 2x = 2x?
Correct Answer Text: Identity
Wrong Answer Text: Formula",137
138,"When solving a problem using written division (bus-stop method), does the calculation from right to left","Question Text: Use the bus-stop method to divide 432 by 6.


Correct Answer Text: Start by dividing 400 by 6, then 30 by 6, and finally 2 by 6.


Wrong Answer Text: Start by dividing 2 by 6, then 30 by 6, and finally 400 by 6.",138
139,Thinks triple means add three,"Question Text: Sarah has 5 pencils in her pencil case. If she triples the number of pencils, how many pencils does she have now?

Correct Answer Text: 15

Wrong Answer Text: 8",139
140,Believes cumulative frequency is plotted at the lower bound of the class,"Question Text: A set of exam scores is grouped into the following classes: 
\( 0-9, 10-19, 20-29, 30-39 \). 
The number of students scoring in each class is: 
\( 5, 8, 12, 7 \). 
Where should the cumulative frequency of 25 students be plotted on a graph?

Correct Answer Text: At the upper bound of the class \( 20-29 \)

Wrong Answer Text: At the lower bound of the class \( 20-29 \)",140
141,"In completed square form, confuses the x and y coordinates of the turning point","Question Text: The equation of a parabola is given by \( y=(x-3)^{2}+2 \). What are the coordinates of the turning point of this parabola?

Correct Answer Text: \( (3,2) \)

Wrong Answer Text: \( (2,3) \)",141
142,"When given a linear sequence, cannot match it to a visual pattern","Question Text: 
Which diagram represents the sequence: 2, 5, 8, 11, 14?

 Correct Answer Text: 
A diagram showing 5 dots, with 3 dots added each time, in a linear pattern, with the numbers 2, 5, 8, 11, 14 above each group of dots.

 Wrong Answer Text: 
A diagram showing 5 dots, with 2 dots added each time, in a non-linear pattern.",142
143,"Thinks that when you cancel identical terms from the numerator and denominator, they just disappear","Question Text: Simplify the expression: \[
\frac{6x+12}{3x+6}
\]

Correct Answer Text: \[
\frac{2(3x+6)}{3x+6} = 2
\]

Wrong Answer Text: \[
\frac{6x}{3x} = 2x
\]",143
144,Mixes up the x and y values of the coordinates,"Question Text: What is the y-coordinate of the point (3, 5) on a coordinate plane?

Correct Answer Text: 5

Wrong Answer Text: 3",144
145,Does not know how to convert percentages with a decimal point into decimals,"Question Text: What is 4.5% as a decimal?
Correct Answer Text: 0.045
Wrong Answer Text: 4.5",145
146,Has multiplied by the root power,"Question Text: Simplify \( \sqrt{9} \times \sqrt{9} \)
Correct Answer Text: \( 9 \)
Wrong Answer Text: \( 3 \)",146
147,Multiplies instead of dividing when distributing a total amount,"Question Text: Tom has 18 cookies that he wants to package in boxes of 3 cookies each. How many boxes can he make?

Correct Answer Text: 6

Wrong Answer Text: 54",147
148,Confuses theoretical and experimental probability,"Question Text: Emily has a fair six-sided die and rolls it 6 times. She gets the following results: 2, 4, 6, 2, 5, 1. What is the probability of rolling a 6 on her next roll?

Correct Answer Text: 1/6

Wrong Answer Text: 1/6 since she rolled a 6 once out of the 6 rolls.",148
149,Believes P(success) in probability notation means the number of successes,"Question Text: A fair six-sided die is rolled 12 times. The number 4 is rolled 2 times. What is P(4) ?
Correct Answer Text: 2/12 or 1/6
Wrong Answer Text: 2",149
150,Confuses written 'teen' numbers with their corresponding single-digit number,"Question Text: Sarah has 17 boxes of pens to pack into a bigger box. If she already packed 7 boxes, how many 'teen' boxes does she have left to pack?
Correct Answer Text: 10 boxes
Wrong Answer Text: 1 box",150
151,"When dividing decimals, does not realize that the order and position of the digits (relative to each other) has to remain constant.","Question Text: A bookshelf is 3.6 meters long. If it is divided into 4 equal parts, how long is each part?
Correct Answer Text: 0.9 meters
Wrong Answer Text: 0.36, 3.6, 36, or 360 divided by 4 is 9 so the answer is 9 meters",151
152,"Believes that the smaller a divisor is, the smaller the answer will be","Question Text: A bookshelf has 18 books to be packed into boxes. If the books are packed into boxes of 3, how many boxes will there be compared to packing the books into boxes of 6?

Correct Answer Text: There will be more boxes when packed into boxes of 3.

Wrong Answer Text: There will be fewer boxes when packed into boxes of 3.",152
153,"When dividing decimals with the same number of decimal places as each other, assumes the answer also has the same number of decimal places","Question Text: What is the result of \( 4.8 \div 1.2 \) ?
Correct Answer Text: \( 4 \)
Wrong Answer Text: \( 4.0 \)",153
